Year	Y	A	I	C	D	HE	NAS	S	GA	L	EP	TD	HH	J	ED	E	PREX	FS	FEM	AE	SI	T	LC	GS	PR	ITC	TC	SBA	VA	PM	CR	ER	W	JU	NS	NF	CS	P	FT	FR	FW	IC	GP	PE	AA	SSA	HS	N	FE	MS	SE	CC	PRVP	CSA	LR	FP	NMB	AC	NCU	IA	NA	CAB	M	FCA	RR	FAA	NC	FHL	MC	MN	ID	FMC	DC	LGA	H	NHA	FO	FL	FA	B	CZ	PA	CA	Z	SS	OP	F	SB	X	FCD	U	FM	AR	G	GB	ES	NASA	ICA	DP	CNF	II	OTP	RNB	OCM	FC	FF	VC	TL	BA	GE	XX	UNI	AG	OAR	OUC	MB	CO	OAG	OAD	VE	WHO	PCO	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1925	122	148	79	262	15	5	0	7	1	64	0	8	0	4	0	0	3	18	0	2	28	43	12	2	3	0	1	0	0	0	0	0	5	8	0	0	1	0	15	5	0	110	3	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
1926	254	165	72	268	17	4	0	18	3	76	0	6	0	3	0	0	4	16	0	1	32	41	16	1	3	0	0	0	0	0	0	0	4	8	0	0	1	0	20	5	0	131	4	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1927	122	175	48	353	16	3	0	17	3	65	0	5	0	2	0	0	3	11	0	2	31	62	16	2	6	0	0	0	0	0	0	0	9	11	0	0	2	0	0	2	0	135	5	0	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1928	250	163	44	277	13	2	0	23	3	85	0	8	0	4	0	0	3	14	0	0	40	41	16	0	5	0	3	0	0	0	0	0	5	9	0	0	1	0	6	4	0	124	2	0	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
1929	142	247	108	384	19	5	0	32	5	85	0	6	0	4	0	0	3	12	0	5	40	37	13	5	0	0	3	0	0	0	0	0	8	10	0	0	3	0	4	4	0	99	5	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1930	238	272	147	479	20	8	0	29	2	80	0	7	0	5	0	0	3	23	0	4	54	31	13	4	0	0	0	0	0	0	0	0	8	12	0	0	4	0	5	6	0	99	3	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
1931	151	237	122	432	19	8	0	44	5	107	0	6	0	12	0	0	3	10	0	7	59	31	15	7	8	0	0	0	0	0	0	0	15	15	0	0	2	0	6	4	0	93	4	0	0	0	0	8	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1932	208	233	149	334	17	9	0	59	5	95	0	7	0	6	0	0	4	31	0	1	72	34	11	0	2	0	1	0	0	0	0	0	4	15	0	0	0	0	5	5	0	88	5	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
1933	532	170	997	265	21	8	0	68	2	72	0	6	0	2	0	0	3	15	0	8	21	39	13	8	0	0	0	0	0	0	0	0	5	16	0	0	0	0	3	5	0	83	6	0	0	0	1	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1934	1233	235	158	150	19	10	0	75	2	58	0	7	0	7	0	0	3	18	0	2	19	50	15	3	0	0	2	0	2	0	0	0	9	13	0	0	1	0	8	5	0	59	10	0	0	0	0	5	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1935	523	221	187	188	21	10	0	72	2	59	0	5	0	4	0	0	3	12	0	1	13	42	31	0	0	0	0	0	0	0	0	0	8	17	0	0	0	0	6	5	6	85	4	0	0	0	0	7	0	0	1	10	0	0	1	5	1	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1936	304	322	193	149	21	10	0	81	2	84	0	5	0	9	0	0	6	25	0	21	25	54	27	14	0	0	4	0	0	0	0	0	13	16	0	0	0	0	10	3	6	71	5	0	0	0	0	2	0	0	5	8	0	0	11	1	2	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1937	348	464	182	192	18	19	0	72	4	60	0	6	0	7	0	0	4	38	0	17	20	38	31	13	0	0	10	0	2	0	0	0	6	17	0	0	1	1	8	2	14	92	5	0	0	0	0	4	0	0	4	12	0	0	15	4	2	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	1	0	12	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1938	418	543	239	173	22	33	0	91	2	84	0	7	0	20	0	0	5	26	0	15	25	50	16	11	1	0	1	0	0	0	0	0	8	18	0	0	15	0	10	4	9	97	8	0	0	3	1	38	0	0	4	12	0	0	41	3	2	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1939	457	551	224	189	22	28	0	84	4	107	0	6	0	7	1	0	5	34	0	24	32	55	31	18	4	0	13	0	0	0	0	0	12	16	0	0	0	1	7	8	45	100	11	0	0	3	1	6	0	0	9	11	0	0	53	9	2	0	1	0	3	0	0	4	2	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	1	0	9	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1940	386	536	258	216	22	34	0	65	6	116	0	5	0	11	0	0	6	83	0	27	31	42	29	15	13	0	9	0	0	0	0	0	19	17	0	0	5	0	5	4	75	105	32	0	0	3	0	6	0	0	11	8	0	0	53	12	2	0	1	0	0	1	4	12	4	0	0	1	2	0	0	0	0	0	0	0	0	3	0	0	0	0	12	0	5	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1941	350	624	232	224	29	29	0	88	5	127	0	7	0	6	0	0	7	91	0	41	33	51	12	20	54	0	27	0	0	0	0	0	16	18	0	0	5	0	7	3	132	91	8	0	0	4	0	16	0	0	17	11	0	0	59	3	3	0	0	0	50	1	1	10	5	0	0	0	3	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1942	343	470	229	264	23	31	0	67	2	89	0	5	0	10	0	0	7	87	0	41	50	59	26	23	112	0	10	0	0	0	0	0	25	20	0	0	0	0	6	3	25	70	8	0	0	4	0	9	0	0	22	2	0	0	48	0	2	0	1	0	2	1	2	0	2	0	0	2	3	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1943	376	300	164	218	37	24	0	73	4	67	0	3	0	8	0	0	4	74	0	60	45	64	25	30	100	0	5	0	0	0	0	0	52	30	0	0	6	0	8	5	9	47	7	0	0	2	1	14	0	0	25	6	0	0	49	2	4	0	1	0	1	1	1	6	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1944	466	296	171	110	68	39	0	128	4	70	0	6	0	3	0	0	8	79	0	65	20	54	18	34	32	0	4	0	0	0	0	0	66	20	0	0	5	0	8	1	2	47	9	0	0	12	0	17	0	0	22	2	0	0	28	2	3	0	1	0	2	1	2	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1945	432	282	182	358	75	27	0	137	3	65	0	1	0	6	2	0	7	35	0	76	28	27	40	40	40	0	7	0	0	0	0	0	95	39	0	0	3	0	6	8	4	53	5	0	0	6	0	9	0	0	20	9	0	0	40	2	14	2	1	0	0	0	3	4	3	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1946	700	289	347	289	61	27	0	186	5	104	0	1	0	5	1	0	7	63	0	78	32	42	48	29	48	0	4	0	1	0	0	0	70	24	0	0	10	0	4	1	5	56	6	0	0	5	0	9	0	0	15	3	0	0	35	3	15	0	1	0	1	2	1	2	4	0	0	0	3	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1947	929	269	374	376	52	26	0	181	3	87	0	10	1	30	1	0	11	39	0	50	33	38	19	29	21	0	8	0	5	1	0	0	39	34	0	0	13	0	8	8	5	31	12	0	0	6	0	11	0	0	11	10	0	0	29	5	8	0	1	0	0	3	6	4	2	0	0	0	1	0	0	1	1	0	0	4	0	2	0	0	0	3	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1948	935	268	753	387	69	30	0	185	4	153	0	2	0	6	2	0	6	32	0	50	33	49	32	30	19	0	6	0	1	0	0	4	18	28	0	0	10	0	6	7	4	69	5	0	0	10	1	5	0	0	8	11	0	0	43	6	12	0	1	0	0	2	31	4	5	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1949	1524	404	463	660	75	36	0	170	5	142	0	7	5	16	0	0	5	70	1	93	17	36	24	82	21	0	14	0	2	1	0	8	182	34	0	0	17	1	9	6	16	65	4	0	0	4	0	97	0	0	8	8	0	0	49	9	10	0	1	0	1	2	14	6	4	0	0	0	3	0	0	0	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1950	1577	349	388	464	98	41	1	127	7	137	0	9	2	12	4	1	3	234	0	40	25	39	35	26	36	0	2	0	1	1	0	11	20	32	1	0	16	2	5	6	0	72	12	0	0	4	0	2	0	0	11	8	0	0	26	9	6	0	1	0	1	2	12	5	3	1	1	0	0	0	0	0	2	0	0	0	2	3	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1951	1590	379	316	376	147	27	0	230	6	135	0	3	5	12	0	1	9	71	0	67	24	36	21	54	50	0	0	0	2	1	0	12	44	26	1	0	18	0	5	6	0	82	5	0	0	3	0	3	0	0	7	15	0	0	33	8	1	0	1	0	1	2	44	7	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	3	1	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
1952	1477	363	404	673	130	24	1	210	4	138	0	9	6	12	1	1	10	103	0	53	33	30	34	40	39	0	0	1	3	2	0	8	6	32	1	0	23	2	7	6	0	55	5	0	0	2	1	2	0	0	669	12	0	0	33	27	2	0	1	0	0	2	5	2	5	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	13	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1953	1721	422	416	440	211	30	0	124	5	144	0	2	4	11	5	1	11	77	0	63	33	51	25	54	31	1	4	2	2	2	0	8	3	29	1	0	17	1	4	9	0	66	5	0	0	3	0	4	0	0	6	18	0	0	33	8	2	0	1	0	1	3	4	7	5	1	0	0	0	0	0	0	1	0	0	0	11	1	0	0	15	0	0	0	0	0	1	0	0	1	0	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1954	1787	342	369	565	243	39	0	187	4	137	2	9	5	17	1	1	12	65	0	62	28	41	81	64	25	1	5	5	0	2	0	8	3	28	3	0	15	2	8	7	0	58	12	0	0	2	0	2	0	0	10	22	0	0	27	8	1	0	1	1	4	2	3	3	2	0	0	1	0	0	0	0	0	0	0	0	16	0	1	0	15	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1955	2026	409	348	434	276	50	0	193	6	114	0	10	9	13	2	1	18	151	0	51	54	32	43	66	27	2	7	2	0	1	0	10	2	24	10	0	27	5	8	10	1	81	3	0	0	2	0	3	0	0	3	18	0	0	29	9	1	0	1	2	1	6	6	10	6	0	0	1	0	0	0	0	1	0	0	0	4	0	0	0	19	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1956	1759	584	396	525	331	46	0	119	6	138	0	12	2	14	4	1	10	57	0	55	50	41	46	49	27	2	7	3	0	1	0	14	3	29	9	0	24	2	5	6	0	47	5	0	0	7	1	2	0	0	6	26	0	0	12	8	1	2	1	4	3	3	3	4	3	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1957	1719	502	364	345	411	62	0	202	6	158	0	5	1	12	1	3	15	82	0	40	62	43	81	44	26	2	9	5	0	1	0	14	3	35	7	0	14	4	8	10	0	74	10	0	0	9	0	3	0	0	7	16	0	0	16	9	1	1	1	2	0	5	2	7	5	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	14	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1958	1623	617	339	342	446	46	5	146	5	160	0	15	1	19	3	14	12	88	1	58	41	44	39	67	21	1	5	2	1	2	0	14	3	33	12	0	22	3	7	11	0	82	5	0	0	4	0	2	0	0	5	9	0	0	19	10	1	0	2	1	1	5	1	3	2	1	0	1	1	0	0	0	1	0	0	0	0	1	1	0	10	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1959	1890	601	462	771	521	57	156	104	6	157	0	20	2	13	2	12	18	94	2	69	54	36	104	73	38	2	8	10	3	1	0	26	3	45	15	0	14	2	4	13	0	66	7	0	0	3	1	3	0	0	8	21	0	0	19	12	1	10	1	2	0	5	1	9	5	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1960	1910	758	504	854	586	85	294	187	7	192	0	26	3	15	2	30	19	154	1	105	84	42	54	96	34	2	7	14	8	4	0	26	3	45	14	0	9	2	14	9	0	89	18	0	0	7	0	1	0	0	9	24	0	0	31	6	1	4	1	2	1	6	0	9	3	12	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	3	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1961	2014	729	571	578	586	193	481	153	7	142	1	24	4	18	1	29	19	247	2	136	40	41	31	146	33	1	17	18	2	4	8	79	5	44	21	0	18	3	9	6	0	46	8	0	0	6	0	1	0	0	6	10	0	0	28	11	2	5	1	2	2	8	0	6	6	13	0	0	0	0	0	1	3	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1962	1871	751	673	945	371	174	423	97	9	204	2	20	12	15	3	38	15	210	3	113	48	52	47	150	27	2	17	15	5	2	3	54	3	51	11	0	17	3	13	13	0	66	13	0	0	3	0	1	0	0	9	32	0	0	26	14	2	15	1	3	6	5	1	9	2	9	0	1	0	0	0	1	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1963	1619	803	673	671	325	223	286	244	6	236	3	20	17	31	2	47	22	299	1	161	65	51	32	173	42	6	19	32	4	2	9	57	2	55	46	0	23	2	11	12	0	59	11	0	0	6	0	2	0	0	5	25	0	0	24	13	1	12	1	6	1	9	1	5	3	4	1	1	0	0	0	2	3	0	0	0	1	0	1	0	15	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1964	1665	895	684	1953	499	231	362	140	6	257	0	21	15	24	4	19	18	389	2	175	56	67	120	231	31	2	11	21	2	4	4	32	2	50	25	0	24	5	22	16	0	55	10	0	0	9	0	1	0	0	10	20	0	0	23	25	1	9	1	2	2	7	0	6	3	9	1	0	0	0	0	4	6	0	0	0	2	0	0	0	12	0	0	0	0	0	2	0	1	0	0	3	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1965	1607	896	704	1396	659	259	377	133	3	248	1	21	32	29	3	17	47	387	1	199	61	58	67	258	33	3	13	8	3	3	13	61	2	56	17	0	18	3	17	13	1	46	16	0	0	4	0	1	0	0	5	73	0	0	26	11	1	13	2	7	1	6	0	6	6	8	4	4	0	0	0	6	2	0	3	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1966	1197	870	730	1332	657	435	338	110	8	302	5	32	23	25	8	36	73	356	2	201	59	106	55	205	50	8	25	7	5	5	12	102	1	55	19	1	22	3	19	15	0	49	12	0	0	5	1	4	0	0	12	32	0	0	23	19	1	14	2	6	2	11	0	6	3	8	1	1	0	0	0	6	2	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1967	1145	928	704	1115	582	337	418	116	7	276	3	24	26	36	23	15	95	308	1	226	74	80	555	235	70	4	24	12	7	4	10	53	0	54	26	3	19	4	17	12	0	50	14	0	6	9	0	0	0	0	9	47	0	0	17	14	1	10	2	10	1	9	0	9	2	4	4	1	0	0	0	8	1	0	0	0	2	0	0	0	12	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1968	1104	885	802	1758	598	346	485	343	6	284	7	57	35	36	29	19	146	356	1	234	591	75	78	242	94	5	25	5	3	5	18	59	1	57	46	6	26	4	14	14	1	38	16	0	14	4	0	0	0	0	10	43	0	0	17	18	1	8	2	7	2	10	0	8	4	3	0	4	0	0	0	6	4	0	0	0	2	0	0	0	9	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1969	1440	907	830	1537	540	426	611	128	11	278	12	55	49	37	36	16	127	396	1	286	62	58	161	311	59	6	21	4	4	4	17	58	0	249	38	6	31	2	12	14	0	39	17	0	14	10	1	0	0	0	13	51	0	0	24	15	3	11	3	6	4	10	27	7	6	4	0	31	0	0	0	5	2	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	1	0	0	6	0	0	0	0	0	3	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1970	1279	933	1133	2025	503	586	387	127	6	256	121	106	41	51	31	13	122	69	1	284	84	66	115	309	70	3	23	5	8	7	36	53	2	38	33	5	31	6	22	22	0	27	17	0	15	3	1	1	0	0	15	58	0	0	21	14	3	10	6	5	3	10	0	5	3	4	0	5	0	0	0	6	1	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
