Year	Y	A	I	C	D	NAS	HE	S	GA	L	EP	TD	J	ED	HH	PREX	FS	AE	E	T	SI	LC	FEM	PR	ITC	GS	TC	SBA	VA	CR	PM	JU	NS	NF	W	ER	CS	P	FT	FR	FW	PE	GP	AA	IC	SSA	HS	N	PRVP	SE	CC	CSA	FE	NMB	MS	LR	AC	FP	NCU	IA	CAB	RR	FCA	NC	NA	M	FAA	FHL	MC	FMC	MN	LGA	FA	DC	CZ	FL	ID	NHA	B	SS	OP	PA	AR	FCD	ES	FM	NASA	F	CNF	Z	X	SB	G	GB	ICA	RNB	CA	FO	FF	H	II	U	DP	CO	OAG	WT	WHO	PCO	OCM	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1888	3	11	41	24	7	0	0	6	0	0	0	0	4	0	0	0	2	0	0	17	11	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1889	12	11	43	36	9	0	0	2	0	0	0	1	4	0	0	0	4	1	0	13	28	0	0	0	0	1	0	0	0	0	0	17	0	0	0	0	3	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1890	22	5	54	20	6	0	0	31	0	0	0	0	5	0	0	0	6	0	0	17	13	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	2	0	0	0	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1891	6	7	78	23	6	0	0	11	0	0	0	0	3	0	0	0	3	0	0	17	19	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1892	7	3	65	31	5	0	0	1	0	0	0	1	4	0	0	0	7	0	0	11	15	0	0	0	0	0	0	0	0	0	0	19	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1893	19	35	79	30	7	0	0	1	0	0	0	1	4	0	0	0	4	1	0	13	30	0	0	0	0	1	0	0	0	0	0	20	0	0	0	0	3	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1894	5	17	46	33	5	0	0	4	0	0	0	1	5	0	0	0	5	0	0	15	18	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1895	8	37	51	26	6	0	0	3	0	0	0	1	5	0	0	0	7	1	0	19	11	0	0	0	0	1	0	0	0	0	0	14	0	0	4	0	4	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1896	10	35	60	16	7	0	2	1	0	0	0	1	6	0	0	0	4	0	0	19	24	3	0	0	0	0	0	0	0	0	0	16	0	0	1	0	2	0	0	0	0	0	4	0	12	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1897	17	27	58	27	7	0	1	2	0	0	0	0	2	0	0	0	5	1	0	30	16	4	0	0	0	1	0	0	0	0	0	7	0	0	4	0	2	0	0	0	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1898	33	28	88	29	7	0	1	1	0	0	0	1	4	0	0	0	5	1	0	18	21	7	0	0	0	0	0	0	0	0	0	14	0	0	6	0	2	0	0	0	0	0	2	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1899	11	18	104	40	9	0	5	4	0	0	0	0	3	0	0	0	4	1	0	48	16	8	0	0	0	1	0	0	0	0	0	12	0	0	1	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1900	69	28	84	48	10	0	6	2	0	0	0	0	4	0	0	0	3	0	0	31	16	8	0	0	0	0	0	0	0	0	0	12	0	0	1	0	1	1	0	0	0	0	2	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1901	14	34	99	35	11	0	5	3	0	0	0	0	4	0	0	0	3	1	0	20	39	16	0	0	0	1	0	0	0	0	0	14	0	0	8	0	0	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1902	12	19	100	32	13	0	9	4	0	0	0	1	5	0	0	0	2	0	0	28	30	11	0	0	0	0	0	0	0	0	0	12	0	0	2	0	4	0	0	0	0	0	2	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1903	14	29	91	40	14	0	11	2	0	0	0	1	6	0	0	0	5	2	0	19	30	13	0	0	0	2	0	0	0	0	0	15	0	0	2	0	3	0	0	0	0	0	4	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1904	15	112	104	47	14	0	9	1	0	0	0	1	4	0	0	0	6	0	0	20	23	25	0	0	0	0	0	0	0	0	0	14	0	0	11	0	3	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1905	6	33	110	70	6	0	11	3	0	0	0	1	3	0	0	0	10	2	0	32	39	11	0	0	0	2	0	0	0	0	0	15	0	0	27	0	2	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1906	23	23	88	82	11	0	12	33	0	0	0	1	3	0	0	0	6	0	0	29	31	19	0	0	0	0	0	0	0	0	0	16	0	0	7	0	2	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1907	20	30	158	87	10	0	12	14	0	0	0	1	7	0	0	0	6	3	0	26	74	22	0	0	0	3	0	0	0	0	0	13	0	0	11	0	3	0	0	0	0	0	5	0	15	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1908	8	29	52	85	12	0	13	2	0	0	0	1	3	0	0	0	8	0	0	22	52	10	0	1	0	0	0	0	0	0	0	13	0	0	38	0	3	4	0	0	0	0	1	0	24	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1909	32	50	69	89	11	0	10	2	1	0	0	1	5	0	0	0	6	2	0	22	68	26	0	1	0	2	0	0	0	0	0	11	0	0	11	0	5	0	0	0	0	0	5	0	22	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1910	12	55	61	93	11	0	6	1	0	0	0	0	5	0	0	0	10	0	0	19	68	19	0	0	0	1	0	0	0	0	0	13	0	0	8	0	3	0	0	0	0	0	5	0	36	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1911	13	68	80	116	14	0	12	3	1	0	0	0	4	0	0	0	11	2	0	33	54	11	0	0	0	2	0	0	0	0	0	12	0	0	11	0	3	0	0	0	0	0	5	0	23	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1912	10	65	86	121	11	0	13	1	1	1	0	1	7	0	0	0	13	0	0	28	43	12	0	0	0	0	0	0	0	0	0	19	0	0	7	0	3	1	0	0	0	0	3	0	35	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1913	21	107	117	141	11	0	17	2	1	18	0	1	3	0	0	0	10	0	0	29	55	12	0	0	0	0	0	0	0	0	0	11	0	0	8	0	3	0	0	0	0	0	6	0	37	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1914	19	123	78	118	11	0	12	4	1	19	0	1	3	0	0	0	11	0	0	34	107	27	0	0	0	1	0	0	0	0	0	15	0	0	37	0	3	0	0	1	0	0	3	0	50	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1915	12	97	107	153	16	0	12	3	1	24	0	1	3	0	0	0	13	2	0	22	65	23	0	0	0	2	0	0	0	0	0	9	0	0	24	0	3	0	1	6	0	0	5	0	55	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1916	18	111	89	147	17	0	18	3	1	56	0	1	4	0	0	0	17	0	0	34	64	21	0	0	0	0	0	0	0	0	0	8	0	0	27	0	3	0	1	5	0	0	4	0	61	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1917	29	93	111	138	19	0	13	6	0	52	0	0	3	0	0	0	15	2	0	25	56	33	0	1	0	2	0	0	0	0	0	8	0	0	39	0	3	1	4	5	0	0	5	0	70	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
1918	63	90	87	153	20	0	12	15	0	110	0	1	3	0	0	0	11	0	0	23	45	19	0	2	0	0	0	0	0	0	0	7	0	0	17	0	4	2	1	5	0	0	5	0	49	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1919	102	105	158	181	12	0	11	32	0	85	0	3	6	0	0	0	17	2	0	31	47	19	0	0	0	2	0	0	0	0	0	14	0	0	10	0	3	0	11	4	0	0	3	0	47	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1920	28	44	61	225	13	0	10	4	1	106	0	4	5	0	0	0	21	0	0	27	55	13	0	0	0	0	0	0	0	0	0	12	0	0	12	0	3	1	17	8	0	0	2	0	39	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
1921	37	23	124	192	12	0	10	4	0	108	0	8	6	0	0	0	13	2	0	25	43	11	0	0	0	2	1	0	0	0	0	9	0	0	7	0	2	0	21	8	0	0	1	0	99	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0
1922	45	43	210	225	13	0	11	6	3	112	0	0	8	0	0	0	10	0	0	37	55	8	0	0	0	0	10	0	0	0	0	6	0	0	15	0	4	0	12	6	0	0	1	0	75	0	0	10	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0
1923	22	144	249	207	15	0	6	4	2	110	0	1	2	0	0	2	14	1	0	26	29	9	0	1	0	1	0	0	0	0	0	6	0	0	5	0	1	0	10	3	0	0	3	0	92	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0
1924	246	113	153	222	13	0	3	2	3	85	0	1	2	0	0	1	16	0	0	27	26	16	0	1	0	0	0	0	0	0	0	7	0	0	4	0	1	0	5	4	0	0	2	0	73	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0
1925	119	106	127	234	13	0	5	7	1	88	0	8	3	0	0	2	14	2	0	30	26	9	0	2	0	2	1	0	0	0	0	6	0	0	3	0	2	0	11	2	0	0	3	0	109	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
1926	246	126	171	235	14	0	4	18	3	80	0	6	3	0	0	3	11	1	0	20	30	9	0	1	0	1	0	0	0	0	0	6	0	0	2	0	2	0	17	3	0	0	3	0	131	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1927	119	129	158	296	14	0	3	16	3	91	0	4	2	0	0	2	5	2	0	29	26	12	0	4	0	2	2	0	0	0	0	9	0	0	7	0	3	0	0	1	0	0	3	0	135	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1928	244	122	31	231	11	0	2	21	3	100	0	7	3	0	0	2	7	0	0	29	34	14	0	4	0	0	6	0	0	0	0	8	0	0	3	0	2	0	5	3	0	0	2	0	123	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
1929	112	189	208	336	15	0	5	32	5	83	0	6	3	0	0	2	6	3	0	22	33	9	0	0	0	3	4	0	0	0	0	8	0	0	3	0	3	0	3	3	0	0	4	0	97	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1930	224	148	220	419	15	0	8	26	2	75	0	7	4	0	0	2	13	2	0	20	47	9	0	0	0	2	0	0	0	0	0	10	0	0	5	0	5	0	4	5	0	0	3	0	99	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
1931	143	141	345	393	14	0	8	41	4	97	0	6	11	0	0	2	2	5	0	23	34	11	0	7	0	5	0	0	0	0	0	11	0	0	8	0	1	0	4	4	0	0	4	0	91	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1932	199	126	255	296	13	0	9	56	5	83	0	7	4	0	0	3	11	1	0	26	57	9	0	1	0	0	1	0	0	0	0	12	0	0	3	0	1	0	4	5	0	0	5	0	82	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
1933	525	92	1046	220	19	0	8	64	2	68	0	6	2	0	0	2	8	4	0	23	19	11	0	0	0	4	0	0	0	0	0	14	0	0	4	0	1	0	2	4	0	0	6	0	83	0	1	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1934	1223	165	222	97	15	0	10	69	2	55	0	7	5	0	0	2	11	3	0	26	18	10	0	0	0	3	1	0	2	0	0	10	0	0	6	0	1	0	5	3	0	0	10	0	59	0	0	2	0	12	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1935	499	131	226	130	19	0	10	67	2	59	0	5	4	0	0	2	5	1	0	32	13	21	0	0	0	0	0	0	0	0	0	15	0	0	6	0	0	0	5	1	6	0	3	0	83	0	0	4	0	1	8	0	0	1	0	1	0	3	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1936	270	221	240	119	15	0	10	73	2	124	0	5	7	0	0	5	11	16	0	42	16	19	0	0	0	12	4	0	0	0	0	14	0	0	9	0	1	0	7	1	6	0	5	0	64	0	0	2	0	5	8	0	0	2	0	8	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1937	316	341	253	130	16	0	15	70	4	89	0	6	6	0	0	3	27	8	0	30	18	25	0	0	0	7	9	0	2	0	0	15	0	0	5	0	1	1	6	0	8	0	5	0	79	0	0	1	0	4	12	0	0	2	0	15	0	4	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
