Year	Y	A	I	C	D	NAS	HE	S	GA	L	TD	EP	J	ED	PREX	HH	FS	E	T	AE	SI	LC	FEM	PR	ITC	GS	TC	SBA	VA	CR	PM	JU	NS	NF	W	ER	CS	P	FT	FR	FW	PE	GP	AA	IC	SSA	PRVP	HS	N	SE	CC	CSA	NMB	FE	MS	LR	AC	NCU	IA	FP	CAB	RR	FCA	NC	NA	M	FHL	FAA	MC	FMC	LGA	FA	DC	CZ	FL	ID	B	SS	OP	AR	NHA	PA	FM	NASA	F	CNF	Z	FCD	GB	ES	ICA	II	RNB	CA	X	FO	FF	SB	H	G	U	WT	WHO	PCO	OCM	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1891	6	6	73	23	6	0	0	11	0	0	0	0	3	0	0	0	3	0	17	0	19	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1892	7	2	60	31	5	0	0	1	0	0	1	0	4	0	0	0	7	0	11	0	15	0	0	0	0	0	0	0	0	0	0	19	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1893	19	34	76	30	7	0	0	1	0	0	1	0	4	0	0	0	4	0	13	1	30	0	0	0	0	1	0	0	0	0	0	20	0	0	0	0	3	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1894	5	15	42	33	5	0	0	4	0	0	1	0	5	0	0	0	5	0	15	0	18	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1895	8	34	48	26	6	0	0	3	0	0	1	0	5	0	0	0	7	0	18	1	11	0	0	0	0	1	0	0	0	0	0	14	0	0	4	0	3	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1896	10	35	57	16	7	0	2	1	0	0	1	0	6	0	0	0	4	0	19	0	22	3	0	0	0	0	0	0	0	0	0	16	0	0	1	0	2	0	0	0	0	0	4	0	12	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1897	15	27	54	27	7	0	1	2	0	0	0	0	2	0	0	0	5	0	30	1	16	4	0	0	0	1	0	0	0	0	0	7	0	0	4	0	2	0	0	0	0	0	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1898	32	27	81	29	7	0	1	1	0	0	1	0	4	0	0	0	5	0	18	1	21	7	0	0	0	0	0	0	0	0	0	14	0	0	6	0	2	0	0	0	0	0	2	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1899	11	18	94	40	9	0	5	4	0	0	0	0	3	0	0	0	4	0	48	1	16	8	0	0	0	1	0	0	0	0	0	12	0	0	1	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1900	66	28	79	48	10	0	6	2	0	0	0	0	4	0	0	0	3	0	31	0	16	8	0	0	0	0	0	0	0	0	0	12	0	0	1	0	1	1	0	0	0	0	2	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1901	13	30	85	35	11	0	5	3	0	0	0	0	4	0	0	0	3	0	20	1	39	16	0	0	0	1	0	0	0	0	0	14	0	0	8	0	0	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1902	12	18	99	32	13	0	9	4	0	0	1	0	5	0	0	0	2	0	28	0	30	11	0	0	0	0	0	0	0	0	0	12	0	0	2	0	4	0	0	0	0	0	2	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1903	14	29	87	40	14	0	11	2	0	0	1	0	6	0	0	0	5	0	20	2	30	12	0	0	0	2	0	0	0	0	0	15	0	0	2	0	2	0	0	0	0	0	4	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1904	15	112	102	47	14	0	9	1	0	0	1	0	4	0	0	0	6	0	20	0	23	25	0	0	0	0	0	0	0	0	0	14	0	0	10	0	2	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1905	6	33	108	70	6	0	11	3	0	0	1	0	3	0	0	0	10	0	29	2	39	10	0	0	0	2	0	0	0	0	0	15	0	0	26	0	2	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1906	23	23	84	81	11	0	12	33	0	0	1	0	3	0	0	0	6	0	29	0	31	17	0	0	0	0	0	0	0	0	0	16	0	0	7	0	2	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1907	19	29	87	84	10	0	12	14	0	0	1	0	7	0	0	0	6	0	27	3	73	21	0	0	0	3	0	0	0	0	0	13	0	0	11	0	3	0	0	0	0	0	5	0	15	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1908	8	25	49	84	12	0	13	2	0	0	1	0	3	0	0	0	8	0	22	0	51	9	0	1	0	0	0	0	0	0	0	13	0	0	37	0	3	4	0	0	0	0	1	0	24	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1909	32	50	67	87	11	0	10	2	1	0	1	0	5	0	0	0	6	0	23	2	68	25	0	1	0	2	0	0	0	0	0	11	0	0	11	0	5	0	0	0	0	0	5	0	22	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1910	12	44	59	93	11	0	6	1	0	0	0	0	5	0	0	0	10	0	19	0	66	19	0	0	0	1	0	0	0	0	0	13	0	0	8	0	3	0	0	0	0	0	5	0	36	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1911	12	61	78	115	14	0	12	3	1	0	0	0	4	0	0	0	11	0	33	2	53	10	0	0	0	2	0	0	0	0	0	12	0	0	11	0	3	0	0	0	0	0	5	0	23	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1912	9	55	80	120	11	0	13	1	1	1	1	0	7	0	0	0	13	0	28	0	40	11	0	0	0	0	0	0	0	0	0	19	0	0	7	0	3	1	0	0	0	0	2	0	35	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1913	20	92	114	140	11	0	17	2	1	18	1	0	3	0	0	0	10	0	29	0	52	11	0	0	0	0	0	0	0	0	0	11	0	0	6	0	3	0	0	0	0	0	5	0	37	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1914	19	111	75	118	11	0	12	4	1	19	1	0	3	0	0	0	11	0	34	0	85	25	0	0	0	1	0	0	0	0	0	15	0	0	32	0	3	0	0	1	0	0	3	0	49	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1915	12	97	102	153	16	0	12	3	1	23	1	0	3	0	0	0	13	0	22	2	65	22	0	0	0	2	0	0	0	0	0	9	0	0	24	0	3	0	1	6	0	0	5	0	55	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1916	18	107	84	146	17	0	18	3	1	56	1	0	4	0	0	0	16	0	33	0	64	17	0	0	0	0	0	0	0	0	0	8	0	0	27	0	3	0	1	5	0	0	3	0	61	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1917	29	92	107	138	19	0	13	6	0	53	0	0	3	0	0	0	15	0	24	2	55	29	0	1	0	2	0	0	0	0	0	8	0	0	39	0	3	1	4	5	0	0	5	0	70	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
1918	60	90	85	153	20	0	12	15	0	111	1	0	3	0	0	0	11	0	23	0	44	19	0	1	0	0	0	0	0	0	0	7	0	0	15	0	3	2	1	5	0	0	4	0	44	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1919	100	105	149	181	12	0	11	31	0	85	3	0	6	0	0	0	16	0	31	2	46	17	0	0	0	2	0	0	0	0	0	14	0	0	10	0	3	0	11	4	0	0	3	0	47	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1920	28	43	51	225	13	0	10	4	1	107	4	0	5	0	0	0	20	0	27	0	54	13	0	0	0	0	0	0	0	0	0	12	0	0	12	0	3	1	17	8	0	0	2	0	39	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
1921	36	22	119	192	12	0	10	4	0	109	8	0	6	0	0	0	13	0	24	2	41	11	0	0	0	2	1	0	0	0	0	9	0	0	6	0	2	0	21	8	0	0	1	0	99	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0
1922	45	42	192	225	13	0	11	6	3	111	0	0	8	0	0	0	10	0	36	0	55	8	0	0	0	0	10	0	0	0	0	6	0	0	14	0	4	0	12	6	0	0	1	0	74	0	0	0	10	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0
1923	22	142	247	207	15	0	6	4	2	110	1	0	2	0	2	0	13	0	25	1	28	8	0	1	0	1	0	0	0	0	0	6	0	0	5	0	1	0	10	3	0	0	3	0	91	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0
1924	240	113	150	222	13	0	3	2	3	87	1	0	2	0	1	0	16	0	27	0	26	12	0	1	0	0	0	0	0	0	0	7	0	0	3	0	1	0	5	4	0	0	2	0	73	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0
1925	119	104	125	234	13	0	5	7	1	88	8	0	3	0	2	0	14	0	29	2	26	8	0	1	0	2	1	0	0	0	0	6	0	0	2	0	2	0	11	2	0	0	3	0	109	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
1926	246	125	166	235	14	0	4	17	3	79	6	0	3	0	3	0	11	0	20	1	30	8	0	1	0	1	0	0	0	0	0	6	0	0	2	0	2	0	17	3	0	0	3	0	131	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1927	118	126	155	295	14	0	3	16	3	91	4	0	2	0	2	0	5	0	28	2	26	11	0	4	0	2	2	0	0	0	0	9	0	0	5	0	3	0	0	1	0	0	3	0	135	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1928	242	121	26	231	11	0	2	21	3	100	7	0	3	0	2	0	7	0	29	0	33	11	0	4	0	0	5	0	0	0	0	8	0	0	3	0	2	0	5	3	0	0	2	0	123	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
1929	111	181	191	336	15	0	5	32	5	82	6	0	3	0	2	0	6	0	22	3	33	8	0	0	0	3	4	0	0	0	0	8	0	0	2	0	3	0	3	3	0	0	4	0	97	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1930	223	142	213	418	15	0	8	26	2	75	7	0	4	0	2	0	13	0	20	2	43	7	0	0	0	2	0	0	0	0	0	10	0	0	5	0	5	0	4	5	0	0	3	0	99	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
1931	142	134	338	393	14	0	8	41	4	97	6	0	11	0	2	0	1	0	23	5	32	10	0	7	0	5	0	0	0	0	0	11	0	0	6	0	1	0	4	4	0	0	4	0	90	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1932	198	119	246	294	13	0	9	46	5	80	7	0	4	0	3	0	11	0	26	1	55	8	0	1	0	0	1	0	0	0	0	12	0	0	3	0	1	0	4	5	0	0	5	0	82	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
1933	524	89	1041	217	19	0	8	51	2	67	6	0	2	0	2	0	4	0	23	4	19	9	0	0	0	4	0	0	0	0	0	14	0	0	4	0	1	0	2	4	0	0	6	0	83	0	0	1	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1934	1221	158	218	97	15	0	10	65	2	55	7	0	5	0	2	0	11	0	26	3	17	8	0	0	0	3	1	0	2	0	0	10	0	0	6	0	1	0	5	3	0	0	10	0	59	0	0	0	2	12	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1935	495	124	218	127	19	0	10	66	2	59	5	0	4	0	2	0	4	0	32	1	12	19	0	0	0	0	0	0	0	0	0	15	0	0	5	0	0	0	5	1	6	0	3	0	83	0	0	0	4	1	8	0	1	0	0	1	0	0	0	3	0	0	4	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1936	267	212	237	119	15	0	10	73	2	123	5	0	7	0	5	0	11	0	41	15	14	17	0	0	0	12	4	0	0	0	0	14	0	0	10	0	1	0	7	1	6	0	5	0	64	0	0	0	2	5	8	0	2	0	0	8	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1937	296	335	250	130	16	0	15	70	4	89	6	0	6	0	3	0	26	0	30	8	17	23	0	0	0	7	7	0	2	0	0	15	0	0	4	0	1	1	6	0	8	0	5	0	79	0	0	0	1	4	12	0	2	0	0	13	0	0	0	3	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1938	358	378	355	137	19	0	27	85	2	118	7	0	19	0	4	0	17	0	32	12	23	8	0	0	0	9	1	0	0	0	0	15	0	0	5	0	16	0	8	2	2	0	7	0	83	3	0	1	23	11	10	0	2	0	0	32	0	0	0	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1939	410	346	309	146	21	0	20	83	4	140	6	0	6	0	4	0	22	0	29	11	28	21	0	1	0	10	9	0	0	0	0	14	0	0	8	0	1	1	5	7	33	0	9	0	87	2	0	1	2	7	10	0	2	0	0	41	0	1	0	6	0	2	3	0	2	0	0	0	1	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1940	349	367	394	167	19	0	18	57	6	145	5	0	9	0	4	0	60	0	19	17	24	24	0	8	0	8	3	0	0	0	0	15	0	0	12	0	6	0	3	2	62	0	16	0	92	2	0	0	3	28	8	0	2	0	0	50	0	1	0	6	2	3	8	0	0	4	0	0	2	0	0	0	0	0	3	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1941	323	416	358	152	27	0	23	75	5	153	7	0	6	0	6	0	63	0	33	32	26	7	0	36	0	15	27	0	0	0	0	17	0	0	12	0	3	0	5	2	47	0	4	0	76	4	0	0	11	306	11	0	3	0	0	53	0	0	0	2	2	5	8	0	0	0	0	0	2	0	0	0	0	0	7	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1942	314	304	393	150	25	0	23	62	2	112	4	0	10	0	5	0	76	0	46	28	36	20	0	73	0	15	6	0	0	0	0	18	0	0	11	0	1	0	4	2	24	0	6	0	57	4	0	0	3	19	2	0	2	0	0	46	0	1	0	0	2	2	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
