Year	Y	A	I	C	D	HE	NAS	S	GA	L	EP	TD	HH	J	ED	E	PREX	FS	FEM	AE	SI	T	LC	GS	PR	ITC	TC	SBA	VA	CR	PM	W	JU	NS	ER	CS	NF	FT	P	FR	FW	GP	IC	PE	AA	SSA	HS	FE	N	MS	SE	CC	PRVP	CSA	LR	FP	NMB	AC	NCU	IA	NA	CAB	M	FCA	RR	FAA	NC	FHL	MC	FMC	MN	LGA	H	ID	NHA	CZ	FL	FA	DC	FO	B	PA	OP	CA	Z	SS	X	FCD	U	FM	SB	AR	G	ES	NASA	ICA	F	DP	CNF	GB	II	OTP	RNB	OCM	FF	TL	BA	GE	XX	UNI	AG	OAR	OUC	MB	CO	OAG	OAD	VE	WT	WHO	PCO	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1925	123	144	66	264	15	5	0	7	1	64	0	8	0	3	0	0	3	16	0	2	27	43	11	2	2	0	1	0	0	0	0	4	8	0	0	2	0	15	0	5	0	3	110	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
1926	253	166	69	269	17	4	0	18	3	76	0	6	0	3	0	0	4	13	0	1	32	41	16	1	3	0	0	0	0	0	0	4	8	0	0	2	0	20	0	5	0	4	131	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1927	122	175	48	346	16	3	0	17	3	65	0	5	0	2	0	0	3	9	0	2	29	62	16	2	6	0	0	0	0	0	0	10	11	0	0	3	0	0	0	2	0	5	135	0	0	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1928	250	166	43	278	13	2	0	23	3	86	0	8	0	4	0	0	3	10	0	0	38	41	16	0	5	0	2	0	0	0	0	5	9	0	0	2	0	6	0	4	0	2	124	0	0	0	1	0	3	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
1929	141	234	106	381	19	5	0	32	5	86	0	6	0	3	0	0	3	10	0	5	36	37	13	5	0	0	3	0	0	0	0	8	10	0	0	4	0	4	0	4	0	5	99	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1930	238	218	146	477	20	8	0	29	2	80	0	7	0	5	0	0	3	19	0	4	53	31	13	4	0	0	0	0	0	0	0	8	12	0	0	5	0	5	0	6	0	3	99	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
1931	152	209	121	430	19	8	0	44	5	107	0	6	0	12	0	0	3	7	0	7	56	31	15	7	8	0	0	0	0	0	0	15	15	0	0	3	0	6	0	4	0	4	93	0	0	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1932	209	192	148	336	17	9	0	59	5	94	0	7	0	5	0	0	4	19	0	1	76	34	11	0	2	0	1	0	0	0	0	4	15	0	0	1	0	5	0	5	0	5	86	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
1933	532	133	997	267	21	8	0	67	2	72	0	6	0	2	0	0	3	10	0	8	20	39	13	8	0	0	0	0	0	0	0	5	16	0	0	1	0	3	0	5	0	6	83	0	0	0	1	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1934	1233	223	158	148	19	10	0	75	2	58	0	7	0	6	0	0	3	14	0	2	19	50	15	3	0	0	2	0	2	0	0	9	13	0	0	2	0	8	0	5	0	10	59	0	0	0	0	0	5	0	12	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1935	522	214	187	188	21	10	0	72	2	60	0	5	0	4	0	0	3	9	0	1	13	40	31	0	0	0	0	0	0	0	0	8	17	0	0	0	0	6	0	5	6	4	84	0	0	0	0	0	7	0	1	10	0	0	1	5	1	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1936	304	312	192	151	21	10	0	81	2	97	0	5	0	9	0	0	6	20	0	16	24	54	27	12	0	0	4	0	0	0	0	13	16	0	0	1	0	10	0	3	6	5	70	0	0	0	0	0	2	0	5	8	0	0	11	1	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1937	349	467	181	181	18	19	0	99	4	65	0	6	0	6	0	0	4	34	0	11	20	38	31	10	0	0	10	0	2	0	0	6	17	0	0	2	0	8	1	2	14	5	92	0	0	0	0	0	4	0	4	12	0	0	15	4	2	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	12	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1938	418	541	239	171	22	33	0	90	2	87	0	7	0	20	0	0	5	22	0	15	24	48	16	11	1	0	1	0	0	0	0	8	18	0	0	16	0	10	0	4	9	8	96	0	0	3	1	0	38	0	4	12	0	0	41	3	2	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1939	458	551	227	191	22	28	0	84	4	109	0	6	0	7	1	0	5	32	0	24	31	53	31	18	4	0	13	0	0	0	0	12	16	0	0	1	0	7	1	8	45	11	99	0	0	3	1	0	6	0	9	11	0	0	53	8	2	0	1	0	2	0	0	4	2	0	0	0	1	0	0	0	0	0	0	1	4	0	0	0	0	0	0	8	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1940	386	535	255	217	22	34	0	65	6	115	0	5	0	10	0	0	6	75	0	27	29	41	29	15	13	0	9	0	0	0	0	19	17	0	0	6	0	5	0	4	74	32	104	0	0	3	0	0	6	0	11	8	0	0	53	12	2	0	1	0	0	2	4	12	4	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	12	0	5	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1941	352	602	230	224	29	29	0	88	5	127	0	7	0	6	0	0	7	89	0	41	32	50	12	20	51	0	27	0	0	0	0	16	18	0	0	6	0	7	0	3	126	9	90	0	0	4	0	0	16	0	17	11	0	0	59	3	3	0	0	0	49	2	1	10	5	0	0	0	3	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1942	336	463	225	266	23	31	0	67	2	89	0	5	0	10	0	0	7	83	0	41	45	56	26	23	108	0	10	0	0	0	0	24	20	0	0	1	0	6	0	3	25	8	69	0	0	4	0	0	9	0	22	2	0	0	48	0	2	0	1	0	2	2	2	0	2	0	0	2	3	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1943	375	293	162	219	37	24	0	73	4	67	0	3	0	8	0	0	4	73	0	60	45	61	25	30	90	0	5	0	0	0	0	51	30	0	0	7	0	8	0	5	9	7	46	0	0	2	1	0	13	0	25	6	0	0	49	2	4	0	1	0	1	2	1	5	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1944	469	299	170	112	68	39	0	128	4	72	0	6	0	3	0	0	8	77	0	65	20	53	18	34	30	0	4	0	0	0	0	66	20	0	0	6	0	8	0	1	1	9	46	0	0	12	0	0	17	0	22	2	0	0	28	2	3	0	1	0	2	2	2	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1945	431	285	179	360	75	27	0	138	3	66	0	1	0	6	2	0	7	34	0	76	26	26	40	40	40	0	7	0	0	0	0	93	39	0	0	5	0	6	0	8	3	5	52	0	0	6	0	0	9	0	20	9	0	0	40	2	14	2	1	0	0	0	3	4	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1946	670	288	326	279	61	27	0	186	5	102	0	1	0	5	1	0	7	58	0	78	32	42	48	29	48	0	4	0	1	0	0	68	24	0	0	11	0	4	0	1	4	6	55	0	0	5	0	0	9	0	15	3	0	0	35	4	14	0	1	0	0	3	1	2	4	0	0	0	3	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1947	919	277	368	327	52	26	0	179	3	86	0	10	1	30	0	0	11	37	0	50	34	38	19	29	14	0	8	0	5	0	1	41	34	0	0	14	0	8	0	8	4	12	31	0	0	6	0	0	11	0	11	10	0	0	29	5	8	0	1	0	0	5	6	4	2	0	0	0	1	1	0	0	0	0	4	0	2	0	0	0	0	3	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1948	913	275	1281	333	69	30	0	183	4	152	0	2	0	5	1	0	6	28	0	49	32	48	32	29	12	0	6	0	1	0	0	16	28	0	4	11	0	6	0	7	3	5	69	0	0	10	1	0	5	0	8	11	0	0	43	7	12	0	1	0	0	3	31	4	5	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1949	1506	404	461	603	75	36	0	171	5	144	0	5	5	15	0	0	5	67	1	92	17	35	24	81	24	0	14	0	2	0	1	181	34	0	8	18	0	9	1	6	16	4	65	0	0	4	0	0	97	0	8	8	0	0	49	10	10	0	1	0	1	3	14	6	4	0	0	0	3	0	0	0	0	0	1	0	2	0	1	9	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1950	1576	357	385	437	98	41	1	126	7	137	0	9	2	12	2	1	3	227	0	38	24	38	36	23	42	0	2	0	1	0	1	37	32	1	11	17	0	5	2	6	0	12	72	0	0	4	0	0	2	0	11	8	0	0	26	10	6	0	1	0	0	3	12	5	3	1	1	0	0	0	0	0	0	0	0	4	3	0	2	14	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1951	1586	382	316	361	145	27	0	230	6	133	0	3	5	11	0	1	9	69	0	64	24	35	21	50	57	0	0	0	2	0	1	43	26	1	12	19	0	5	0	6	0	5	82	0	0	3	0	0	3	0	7	15	0	0	33	8	1	0	1	0	1	4	43	7	3	0	0	0	0	0	0	0	0	0	0	9	0	0	2	13	0	0	0	0	0	0	3	1	0	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
1952	1464	367	399	656	99	24	1	212	4	138	0	9	6	12	1	1	10	97	0	49	33	29	34	35	38	0	0	1	3	0	2	6	32	1	8	24	0	7	2	6	0	5	55	0	0	2	1	0	2	0	669	12	0	0	33	27	2	0	1	0	0	3	5	2	5	0	0	0	0	1	0	0	0	0	0	13	0	0	2	12	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1953	1686	422	412	431	157	30	0	125	5	143	0	2	4	11	2	1	11	72	0	54	32	50	26	44	35	1	4	2	2	0	2	3	29	1	8	18	0	4	1	9	0	5	66	0	0	3	0	0	4	0	6	18	0	0	33	9	2	0	1	0	1	6	4	7	5	1	0	0	0	0	0	0	0	0	0	15	1	0	1	19	0	0	0	0	0	0	0	1	0	3	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1954	1748	347	364	559	172	39	0	187	4	137	2	9	5	17	1	1	12	63	0	50	27	40	81	51	20	1	5	5	0	0	2	3	28	3	8	16	0	8	2	7	0	12	59	0	0	2	0	0	2	0	10	22	0	0	27	8	1	0	1	1	3	3	3	3	2	0	0	1	0	0	0	0	0	0	0	15	0	1	0	18	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1955	1986	406	349	437	238	50	0	190	6	113	0	10	9	13	2	1	18	147	0	44	54	31	43	57	24	2	7	2	0	0	1	2	24	10	10	28	0	8	5	10	1	4	82	0	0	2	0	0	3	0	3	18	0	0	29	10	1	0	1	2	1	11	6	10	6	0	0	1	0	0	0	0	0	0	0	19	0	0	1	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1956	1719	583	388	513	251	46	0	118	6	138	0	11	2	14	2	1	10	51	0	50	46	40	45	44	18	2	7	3	0	0	1	3	29	9	14	25	0	5	2	6	0	6	48	0	0	7	1	0	2	0	6	26	0	0	12	9	1	2	1	4	3	4	3	4	3	0	0	1	0	1	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1957	1664	493	358	340	306	62	0	202	6	156	0	5	1	12	1	3	15	78	0	39	60	42	81	42	23	2	9	5	0	0	1	3	35	7	14	15	0	8	4	10	0	11	75	0	0	9	0	0	3	0	7	16	0	0	16	10	1	1	1	2	0	7	2	7	5	2	0	0	0	0	0	0	0	0	0	14	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1958	1555	609	336	336	345	46	5	144	5	157	0	15	1	18	1	14	12	89	1	53	38	44	39	62	18	1	4	2	1	0	2	3	33	11	14	22	0	7	3	11	0	6	83	0	0	4	0	0	2	0	5	9	0	0	19	10	1	0	2	1	1	7	1	3	2	1	0	1	1	0	0	0	0	0	0	10	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1959	1859	598	459	755	461	57	155	103	6	156	0	17	3	13	2	12	18	89	2	65	54	36	104	69	32	2	8	10	3	0	1	2	45	14	26	15	0	4	2	13	0	8	67	0	0	3	1	0	3	0	8	21	0	0	19	12	1	10	1	2	0	7	1	9	5	4	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1960	1870	758	503	849	463	83	294	187	7	191	0	26	5	14	1	30	19	143	1	96	83	42	54	87	31	0	2	15	8	0	3	3	45	14	26	10	0	14	2	10	0	19	90	0	0	7	0	0	1	0	9	24	0	0	31	8	1	4	1	2	0	8	0	9	3	12	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	1	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1961	1978	732	565	559	489	191	481	152	7	142	1	24	4	18	1	29	19	240	2	126	40	41	31	136	30	0	16	17	2	7	3	5	44	20	79	19	0	9	3	6	0	9	47	0	0	6	0	0	1	0	6	10	0	0	28	11	2	5	1	2	1	11	0	6	6	13	0	0	0	1	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1962	1882	751	666	935	286	174	423	101	9	203	2	20	13	15	1	38	15	206	3	95	48	52	47	132	24	2	16	15	5	3	1	3	49	11	54	18	0	13	3	13	0	14	66	0	0	3	0	0	1	0	9	32	0	0	26	14	2	15	1	3	1	7	1	9	2	9	0	1	0	1	0	0	0	0	0	8	0	0	3	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1963	1596	804	667	683	280	224	285	244	6	235	3	20	17	31	1	47	22	291	1	133	65	51	32	145	39	5	18	32	4	9	1	2	55	46	57	23	0	11	2	12	0	12	59	0	0	6	0	0	2	0	5	25	0	0	24	13	1	12	1	6	1	11	1	5	3	4	1	1	0	2	0	0	0	0	0	15	0	1	2	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1964	1659	896	676	1888	458	228	364	142	6	253	0	21	16	24	2	19	18	364	2	140	56	66	119	194	28	1	8	20	2	4	3	2	50	25	32	25	0	22	5	16	0	11	55	0	0	9	0	0	1	0	10	20	0	0	23	25	1	9	1	2	1	9	0	6	3	9	1	0	0	4	0	0	0	0	0	12	0	0	6	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1965	1575	900	700	1373	512	256	377	132	3	245	1	21	31	29	2	17	47	391	1	147	60	57	67	206	31	3	13	8	3	13	2	2	56	17	61	19	0	17	3	13	1	18	46	0	0	4	0	0	1	0	5	73	0	0	26	11	1	13	2	7	1	8	0	6	6	8	4	4	0	6	0	0	3	0	0	7	0	0	2	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1966	1157	884	724	1293	507	432	338	111	8	302	5	31	24	25	7	36	73	352	2	134	57	105	55	138	45	6	21	7	5	13	4	1	55	19	102	23	1	19	3	15	0	13	49	0	0	5	1	0	4	0	12	32	0	0	23	19	1	14	2	6	1	14	0	6	3	8	1	1	0	6	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1967	1112	925	702	1086	474	333	418	116	7	276	3	24	26	36	22	15	95	314	1	134	70	80	555	143	67	4	24	12	7	11	3	0	54	26	53	20	3	17	4	12	0	15	51	0	6	9	0	0	0	0	9	47	0	0	17	13	1	10	2	10	1	11	0	9	2	4	4	1	0	8	0	0	0	0	0	12	0	0	1	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1968	1031	884	801	1787	538	342	486	342	6	284	7	57	35	37	25	19	146	353	1	134	583	75	78	142	91	5	25	5	3	18	4	1	57	44	59	27	6	14	4	14	1	17	38	0	14	4	0	0	0	0	10	43	0	0	17	17	1	8	2	7	1	12	0	8	4	3	0	4	0	6	0	0	0	0	0	9	0	0	4	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1969	1298	909	810	1506	499	420	612	128	11	276	12	57	49	37	33	16	125	395	1	184	60	55	161	208	56	5	20	4	4	17	3	0	248	37	58	32	6	12	2	14	0	18	40	0	14	10	1	0	0	0	13	51	0	0	24	15	3	11	3	6	3	13	27	7	6	4	0	31	0	5	0	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	3	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1970	1171	937	1113	1941	481	571	386	128	6	256	122	105	41	50	24	13	122	68	1	181	75	64	115	207	70	3	23	5	8	36	6	2	38	31	53	33	5	22	6	22	0	18	27	0	15	3	1	0	1	0	15	58	0	0	21	14	3	10	6	5	2	13	0	4	3	4	0	5	0	7	0	0	0	0	0	8	0	0	1	1	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
